Card ID,Title,Current Page,Proposed Area,Action,Flags,Owner,Card Type,Dataset,Last Modified,Age Days,Has Description,Locked
813339201,Gross Viewership vs. Forecast by Vertical,Event Deep Dive (SLT Deck),Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Event Agg,2024-06-03,744,No,No
813741071,Coupon Metadata,Marketing Coupons,Marketing,Document,No description,Matthew Murman,kpi,PROD | Coupons,2026-05-05,43,No,No
813865766,GA3 vs GA4 Sessions,Overview,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,,kpi,PROD | GA3 vs GA4,2024-01-18,881,No,No
813886910,Streaming | Level,Orphan,Content & Viewership,Retire,Stale (1+ yr); No description; Duplicate title; Noise page; Orphan,LJ Helbig,kpi,PROD | Stream Agg,2024-09-02,653,No,No
814100800,Total Views,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
814122760,This Quarter's Attainment - Aggregate,2026 RAQ Bookings,Revenue & Finance,Merge,No description; Duplicate title,Emi Boles,kpi,PROD | 2026 RAQ Quota Attainment,2026-04-01,77,No,No
814224762,Signups YoY,Shared,Acquisition & Funnel,Triage,Very stale (2+ yrs); No description; Locked; Duplicate title; Shared/root,"Group | Analytics Team,Matthew Murman",kpi,PROD | Attribution,2023-04-06,1168,No,Yes
814231364,This Quarter's Quota Attainment - (2026 Goal),2025 RAQ Goal Attainment,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Adair Lyden,kpi,PROD | RAQ 2025 Quota Attainment,2025-03-26,448,No,No
814443819,Paid Marketing Attribution by Device Type (Oct 1 - 29 2023),Shared,Marketing,Triage,Very stale (2+ yrs); No description; Shared/root,Charles Cooper,kpi,PROD | Marketing Channels,2023-12-01,929,No,No
814664496,"Joe Brown's Notebook Feb 28, 2023",Joe's Cash Dash,Revenue & Finance,Retire,Stale (1+ yr); No description; No dataset; Noise page,,Text,,2024-10-24,601,No,No
814716151,"Matthew Murman's Notebook Oct 31, 2024",BI Only,Unmapped,Merge,No description; No dataset; Duplicate title,Matthew Murman,Text,,2026-02-23,114,No,No
815044822,Pageviews by Site,2024 End of Year Recap,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Fact Activity,2024-12-05,559,No,No
815876201,Actual,DEP - Video Impressions,Content & Viewership,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Video Ad Goals,2023-01-31,1233,No,Yes
816175511,Daily Uniques by Site - Subs,Event Deep Dive (SLT Deck),Executive,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Fact Activity,2024-06-29,718,No,No
816359516,Impressions - Twitter,Social Media - Profile Performance Report,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2023-10-23,968,No,No
816413072,Unique Views - Comparison Time Period,DRAFT - Site Content Pacing,Subscriber Health,Retire,Stale (1+ yr); No description; Duplicate title; Noise page,Charles Cooper,kpi,PROD | Content Agg,2024-09-23,632,No,No
816481308,Breakdown by Vertical,FSM - Dashboard,Operations,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,LJ Helbig,kpi,PROD | Stream Agg,2025-01-20,513,No,No
816870704,Signup Page Visitors,Orphan,Subscriber Health,Retire,Duplicate title; Noise page; Orphan,Karen O'Brien,kpi,PROD | Subscription Period Agg,2026-06-02,15,Yes,No
817820471,"Adair Lyden's Notebook Dec 28, 2023",Global Partnerships Season Close Out v2,Partnerships,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Duplicate title,Charles Cooper,Text,,2024-07-29,688,No,No
818053810,Cancellation Reason,Cancellation Survey,Customer Success,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,FED | Cancellation Survey,2024-10-28,597,No,Yes
818068591,FloSports-igniteblack.png,Y1 (Cash),Subscriber Health,Merge,No dataset; Duplicate title,Karen O'Brien,document,,2026-05-30,18,Yes,No
818181219,2023 NHL Draft Content,Orphan,Content & Viewership,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Content Agg,2023-07-15,1068,No,No
818245243,Period Over Period,Rights Deep Dive (COOPER DRAFT),Content & Viewership,Retire,No description; Duplicate title; Noise page,Charles Cooper,kpi,PROD | Post Mortem Agg,2025-09-02,288,No,No
818869703,2022 Grassroots Content List,Overview,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2023-07-19,1064,No,No
818883050,Cost of Sales (Department),Month End Reporting,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Netsuite - Forecasts vs Actuals,2024-10-28,597,No,Yes
819096906,YTD Attainment - Aggregate,2026 RAQ Bookings,Revenue & Finance,Merge,No description; Duplicate title,Emi Boles,kpi,PROD | 2026 RAQ Quota Attainment,2026-01-26,142,No,No
819362704,LR - Rolling Forecast vs Actuals,DEP - LR Dash,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page,,kpi,PROD | Event Agg - Salesforce,2024-03-01,838,No,No
819679817,Duplicates,Orphan,Domo Admin,Retire,Duplicate title; Noise page; Orphan,Matthew Williams,kpi,DomoStats - DataFlows DataSets People and Health,2025-10-14,246,Yes,No
819685221,Condensed Funnel Test,Joe's Cards,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Funnel V3,2024-10-24,601,No,No
819953297,Varsity Real Net 22-23,Joe's Cash Dash,Revenue & Finance,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Payments,2024-10-24,601,No,No
821053026,Renewal Cash vs Forecast,DEP - Exec Dashboard - 2024,Revenue & Finance,Retire,Stale (1+ yr); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2024,2024-11-14,580,No,Yes
821312119,2023 Film Series,FloFilms Series Deep Dive,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Content Agg,2024-01-24,875,No,No
821569586,CVR,Overview,Acquisition & Funnel,Merge,No description; Duplicate title,Matthew Murman,kpi,KPI | SLT Weekly Signups,2025-11-26,203,No,No
821770431,Last Successful Update,Accounting,Domo Admin,Review → Retire,Very stale (2+ yrs); No description; Locked,Matthew Murman,kpi,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,2023-03-06,1199,No,Yes
822772226,Social Media Engagements vs Goal,2025 Content Goals by Vertical,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-02-26,476,No,No
823465044,'- Total Cash - Forecast,College Sub KPIs,Revenue & Finance,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Forecast Agg - 2026 - SLT,2026-04-01,77,No,No
823713452,Marketing Channel Attribution - With Month and Year - Vertical Agnostic,Marketing Channel Attribution Tables,Marketing,Review → Retire,Very stale (2+ yrs); No description,,kpi,PROD | Marketing Channels,2024-04-01,807,No,No
823948158,Unique Content Viewers: By Quarter,Unique Content Viewers,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD Content User Counts,2024-03-15,824,No,No
824384433,Video Watched Rates by,DEP - Connected TV,Content & Viewership,Retire,Stale (1+ yr); No description; Noise page,,kpi,DEP Prod Connected TV Agg,2025-04-21,422,No,No
824482099,Duplicate of Events This Year,Orphan,Unmapped,Retire,Very stale (2+ yrs); No description; Locked; Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2023-06-19,1094,No,Yes
825236433,Duplicate of Event Table of Contents,Total Views TEST,Content & Viewership,Retire,No description; Noise page,Karen O'Brien,kpi,PROD | Event Agg,2025-10-31,229,No,No
825335863,Top Connectors by Department,Orphan,Marketing,Retire,Duplicate title; Noise page; Orphan,Matthew Williams,kpi,DomoStats - DataSets with Owners,2025-10-14,246,Yes,No
825391579,Bridge to Plan,Intra Month and Year Pacing,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | INTRA YEAR SIGNUPS INVERSE,2025-04-02,441,No,No
825409880,Varsity Net Payment,DEP - Varsity UK Data,Unmapped,Retire,Very stale (2+ yrs); No description; Noise page,Charles Cooper,kpi,PROD | Payments,2024-03-18,821,No,No
825666286,Items to Fix by Schedule,DEP - DomoStats DataSets and DataFlows App,Domo Admin,Retire,Very stale (2+ yrs); Duplicate title; Noise page,,kpi,DomoStats - DataFlows DataSets People and Health,2023-07-20,1063,Yes,No
825807007,Q2,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
827091051,Duplicate of Annual Eligible Renewal Base,Orphan,Subscriber Health,Retire,Noise page; Orphan,Karen O'Brien,kpi,PROD I Sub Period Agg - Capped,2026-05-30,18,Yes,No
828568265,Untagged/Unknown -,MileSplit Unique Views by Page Types,Unmapped,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,DEP - Milesplit Daily Uniques by Event Type,2024-05-10,768,No,No
829675583,YTD FloCollege Bookings,2026 RAQ Bookings,Revenue & Finance,Merge,No description; Duplicate title,Emi Boles,kpi,PROD | RAQ Bookings Snapshot,2026-01-27,141,No,No
830094677,Active Sub Watch Rate,Event Deep Dive (SLT Deck),Subscriber Health,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Event Agg,2023-04-17,1157,No,Yes
830100544,Active Subscriptions,Shared,Subscriber Health,Triage,No description; Locked; Duplicate title; Shared/root,Group | Analytics Team,kpi,PROD | Active Subscriptions,2025-08-18,303,No,Yes
830108685,Dispute Status,Disputes,Customer Success,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,RAW_dispute_with_cases,2024-10-28,597,No,Yes
830556650,Growth Initiative by Revenue,DEP - 2025 Growth Incrementality,Revenue & Finance,Retire,No description; Noise page,,kpi,PROD | Growth Incrementality Data,2025-07-28,324,No,No
830840573,CCHA - Unique Viewership 23-24 Season,2024 Hockey Performance,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | Viewer Agg,2024-04-17,791,No,No
831284440,Net Followers YoY -,Exec Summary - Social Media,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2024-05-08,770,No,No
831399687,Accounts - Filter,Milesplit Social Media Pacing,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,RAW Sprout Social,2025-03-14,460,No,No
832496229,Quick Year Filter,Vertical Performance,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Payments,2024-10-28,597,No,Yes
832874728,PROD | Attribution,Orphan,Unmapped,Retire,No description; Duplicate title; Noise page; Orphan,Mike Ryan,kpi,PROD | Attribution,2025-11-10,219,No,No
833062424,Signups - Prior Year,DEP - Exec Dashboard - 2023,Acquisition & Funnel,Retire,Very stale (2+ yrs); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Attribution,2023-05-17,1127,No,Yes
833272155,(Relative) Week Filter,Cyon's Dashboard,Unmapped,Retire,Stale (1+ yr); No description; Locked; Noise page,Matthew Murman,kpi,PROD | Event Agg,2024-10-28,597,No,Yes
833383121,GA - Users by Site,Shared,Unmapped,Triage,Very stale (2+ yrs); No description; Locked; Shared/root,"Group | Analytics Team,Matthew Murman",kpi,PROD | GA Metrics,2022-09-20,1366,No,Yes
833408346,Net Follower Growth - By Vertical,Social Media - Profile Performance Report,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2024-02-05,863,No,No
833488374,YoY:,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-02-20,848,No,No
833938325,"VODs (Includes Replays, Films, and Editorial)",2024 End of Year Recap,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Content Agg,2025-01-08,525,No,No
835229077,This Quarter's Attainment - Aggregate,2024 RAQ Goal Attainment,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Adair Lyden,kpi,PROD | RAQ 2024 Quota Attainment,2024-07-15,702,No,No
835436630,Test Card LG,LGs,Content & Viewership,Document,No description,LoriAnn Giron,kpi,PROD | Stream Agg,2025-12-11,188,No,No
835583367,Rights Contract Historicals,DEP - Sergio's Sandbox,Marketing,Retire,Very stale (2+ yrs); No description; Noise page,,kpi,PROD | Marketing Channels,2024-04-01,807,No,No
835726719,Subscribers - Percentages,Subscribers,Subscriber Health,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,INT | KPI Sheet - Subscribers,2025-02-07,495,No,No
836550965,RAQ Rights Landscape by Vertical,Orphan,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Daniel Everett,kpi,TEST | RAQ Rights Landscape,2023-12-29,901,No,No
836607029,By Contract -,Event Deep Dive (SLT Deck),Executive,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,PROD | Event Agg,2024-10-28,597,No,Yes
836789815,Cloud Spend by Load Metric,Cloud Spend - Deep Dive,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Cloud Spend - Unit Economics,2024-11-27,567,No,No
836931765,Report Type Filter,Social Media Monetization,Social & Editorial,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,Daily and Bonus Social Revenue Reports,2024-05-13,765,No,No
837428051,Content Type PV Distribution,Content - QTD Default,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Locked; Duplicate title,,kpi,PROD | Content Agg,2025-04-21,422,No,Yes
837581625,Views YTD,Content,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-02-19,849,No,No
838279434,Email - Position Based Signups and Cash,Orphan,Marketing,Retire,Duplicate title; Noise page; Orphan,Gabby Barbosa,kpi,PROD | Marketing Channels,2025-12-12,187,Yes,No
838307980,"Matthew Murman's Notebook Jun 22, 2023",DEP - Strategy,Unmapped,Retire,Stale (1+ yr); No description; No dataset; Locked; Noise page,Matthew Murman,Text,,2024-10-28,597,No,Yes
838336067,WAU Subs by Site,Weekly Metrics Presentation,Audience & Traffic,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,"PROD | DAU, WAU, MAU",2024-04-25,783,No,No
838809287,by,Stream Performance,Content & Viewership,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Stream Agg,2026-05-27,21,No,No
838937010,Social Clips Views,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
838945153,General Event Roll Up,Events,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; Locked,,kpi,PROD | Event Agg,2025-04-21,422,No,Yes
839613726,Viewership,Top 25 Events (Historical),Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Top 25 Last Week,2023-05-17,1127,No,Yes
840091575,PROD | GA Metrics,MFR NGW Data,Unmapped,Merge,No description; Duplicate title,Mike Ryan,kpi,PROD | GA Metrics,2026-02-20,117,No,No
840494660,No. Of Pages,DEP - Instance Governance Dashboard,Domo Admin,Retire,Very stale (2+ yrs); Noise page,,kpi,PROD | Dataset for Instance Governance Dashboard App,2023-07-20,1063,Yes,No
840602264,Deal Overview - 2023-2024,DEP - 2023 RAQ Goal Attainment,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Noise page,Daniel Everett,kpi,PROD | RAQ Bookings Snapshot,2023-11-06,954,No,No
840642412,"Matthew Bartholomew's Notebook Jun 8, 2023",Event Post-Mortem,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,,Text,,2025-04-21,422,No,Yes
840647762,Cash Realization & Signup Scorecard,Shared,Revenue & Finance,Triage,Very stale (2+ yrs); No description; Locked; Shared/root,Charles Cooper,kpi,PROD | Event Agg,2023-06-19,1094,No,Yes
840679796,New Cash vs Forecast,DEP - Exec Dashboard - 2023,Revenue & Finance,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2023,2023-08-15,1037,No,Yes
840702292,Platform Based Conversions,Marketing Paid Media,Marketing,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,RAW_paid_media_agg,2024-10-24,601,No,No
841756384,Streaming | Stream Level,Favorites,Content & Viewership,Merge,No description; Locked; Duplicate title,Matthew Murman,kpi,PROD | Stream Agg,2026-03-26,83,No,Yes
841900712,AHL ad hoc spot check -- Total Signups,2024 AHL Tracking,Acquisition & Funnel,Document,No description,Charles Cooper,kpi,Prod | 2024 AHL Tracking,2025-10-07,253,No,No
841958321,Paid Media by (YoY),Marketing Paid Media,Marketing,Merge,No description; Duplicate title,Matthew Murman,kpi,RAW_paid_media_agg,2026-05-07,41,No,No
842018376,VOD Views,Tentpole Event Comparisons,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Content Agg,2024-09-06,649,No,No
842126857,7 Day STC Rate,Signups,Acquisition & Funnel,Merge,Duplicate title,Matthew Williams,kpi,PROD | Attribution,2026-04-01,77,Yes,No
842254040,Upfront Cash Reactivation Split,Joe's Cards,Subscriber Health,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Payments,2024-10-24,601,No,No
842355631,Engagement 22-23,2024 Hockey Performance,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,RAW Sprout Social,2024-04-17,791,No,No
842614049,Duplicate of Eligible Renewals,DEP - Churn/Retention,Subscriber Health,Retire,Very stale (2+ yrs); No description; Noise page,,kpi,PROD | Dim Subscription,2023-10-11,980,No,No
842864052,Gross Visits by Marketing Channel % :,General Traffic,Audience & Traffic,Merge,No description; Duplicate title,Matthew Murman,kpi,PROD | Visits Web,2025-07-18,334,No,No
842996394,FloRadio Payments,Charles C. Sandbox,Unmapped,Retire,No description; Duplicate title; Noise page,Charles Cooper,kpi,PROD | Payments,2025-12-10,189,No,No
843510536,Saleforce Incidents,Weekly Reporting (post mortems) for Claude,Operations,Merge,No description; Duplicate title,LJ Helbig,kpi,PROD | Salesforce Incidents,2026-05-18,30,No,No
843679049,Stage 6-10,Shared,Unmapped,Triage,Stale (1+ yr); Shared/root,LJ Helbig,kpi,PROD | Event Agg,2024-07-12,705,Yes,No
843937022,Yearly %,Shared,Subscriber Health,Triage,Very stale (2+ yrs); No description; Locked; Duplicate title; Shared/root,Group | Analytics Team,kpi,PROD | Active Subscriptions,2024-02-08,860,No,Yes
843958236,Attributed vs Plan By Contract,Forecast Reconciliation Dashboard,Revenue & Finance,Document,No description,Trevor Smith,kpi,Forecast Reconciliation,2026-05-27,21,No,No
844351686,% of Direct to Total - Prior Year,"DEP - Signups from Organic Search, Social, Direct",Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,Charles Cooper,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
844364895,"Charles Cooper's Notebook Dec 28, 2023",Hashtag Tracking,Social & Editorial,Review → Keep or Retire,Stale (1+ yr); No description; No dataset,Charles Cooper,Text,,2025-03-07,467,No,No
844405402,Top Rights Contracts,Orphan,Partnerships,Retire,Very stale (2+ yrs); No description; Noise page; Orphan,Charles Cooper,kpi,PROD | Event Agg,2024-04-09,799,No,No
844902255,Duplicate of MAU,Vertical Performance,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description; Locked,Matthew Murman,kpi,MAU and WAU,2024-10-28,597,No,Yes
844982587,% of Total Visits from Organic Search,Organic Search Traffic: Total + Article Specific,Audience & Traffic,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,PROD | Visits Web,2024-09-10,645,No,No
845565382,by vertical,Netsuite Report,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); Locked; Duplicate title,Matthew Murman,kpi,PROD | Netsuite,2024-10-28,597,Yes,Yes
845817196,Goal,DEP - Pageviews,Marketing,Retire,Very stale (2+ yrs); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Display Ad Goals,2023-01-31,1233,No,Yes
846289301,Q2,2025 Content Goals,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | 2025 Content Goals,2025-02-26,476,No,No
846310700,Event - Full Detail,Stream Quality,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,PROD | Stream Agg,2026-04-03,75,No,No
846344668,"Charles Cooper's Notebook Apr 4, 2024",2024 FloFilms and Original Series,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; No dataset,Charles Cooper,Text,,2024-04-04,804,No,No
846556472,"Charles Cooper's Notebook Feb 7, 2025",Conversion,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Duplicate title,Charles Cooper,Text,,2025-02-07,495,No,No
846799771,The Funnel Funnel,Overview,Acquisition & Funnel,Review → Keep or Retire,Stale (1+ yr),,kpi,DEP | Funnel Agg,2025-03-11,463,Yes,No
846947241,Connector Run Times,Orphan,Domo Admin,Retire,Duplicate title; Noise page; Orphan,Matthew Williams,kpi,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,2025-10-14,246,Yes,No
847696206,Marketing WBR Ongoing Events,Marketing WBR Output,Marketing,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Event Agg,2024-10-24,601,No,No
847698670,% to Total Monthly Cash Forecast,DEP - Exec Dashboard - 2024,Revenue & Finance,Retire,Stale (1+ yr); No description; Locked; Duplicate title; Noise page,Matthew Murman,kpi,PROD | Forecast Agg - 2024,2024-10-28,597,No,Yes
848302580,Total Cash,Varsity $10 Million Scorecard 2024-2025,Revenue & Finance,Document,No description,Matthew Murman,kpi,PROD | Forecast Agg - 2026 - CEO,2026-02-04,133,No,No
848359307,Views QTD,What's Going on with VODs,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-06-27,720,No,No
848683651,"Ghazal Qadri's Notebook May 8, 2024",Trackwrestling Agent CSAT Survey,Customer Success,Merge,No description; No dataset; Duplicate title,,Text,,2025-07-28,324,No,No
848694270,YTD Attainment - Aggregate,2024 RAQ Goal Attainment,Revenue & Finance,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Adair Lyden,kpi,PROD | RAQ 2024 Quota Attainment,2024-03-05,834,No,No
848781358,Full Year,2026 Content Goals,Content & Viewership,Merge,No description; Duplicate title,Charles Cooper,kpi,2026 Content Goals,2026-02-04,133,No,No
849728612,Contract Summary by month,Joe's Cards,Unmapped,Retire,Stale (1+ yr); No description; Duplicate title; Noise page,,kpi,PROD | Event Agg,2024-10-24,601,No,No
849888354,April Event Level Adj.,Orphan,Unmapped,Retire,Stale (1+ yr); No description; Noise page; Orphan,Charles Cooper,kpi,raw_intra_month_unallocated,2025-04-07,436,No,No
851259965,Signups v Forecast - Plan Mix and ACV,DEP - Exec Dashboard - 2024,Revenue & Finance,Retire,Stale (1+ yr); No description; Noise page,,kpi,PROD | Forecast Agg - 2024,2024-10-24,601,No,No
852169972,Auto Incidents,FSM - Dashboard,Operations,Merge,No description; Duplicate title,LJ Helbig,kpi,PROD | Salesforce Incidents,2026-03-16,93,No,No
852321931,FloFilms Metrics by Piece: in,Films and Original Series,Content & Viewership,Review → Retire,Very stale (2+ yrs); Duplicate title,Charles Cooper,kpi,PROD | FloFilms,2023-12-19,911,Yes,No
852900474,Overall Satisfaction,Global Partner Survey Dashboard (PSAT),Partnerships,Review → Keep or Retire,Stale (1+ yr),Charles Boehmig,kpi,FED | PSAT Survey Data,2025-06-03,379,Yes,No
853051895,Full Year,2024 Content Goals by Vertical,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-06-16,731,No,No
854055236,Videos Published:,What's Going on with VODs,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Content Agg,2024-06-27,720,No,No
854486160,Murman's Salty Space,MUSIC LEAGUE (Season 6),Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
854752240,Rugby Event Details,Overview,Unmapped,Review → Retire,Very stale (2+ yrs); No description,Ryan Fenton,kpi,PROD | Event Agg,2023-02-08,1225,No,No
854775538,"Matthew Murman's Notebook Dec 5, 2023",Month End Reporting,Unmapped,Review → Keep or Retire,Stale (1+ yr); No description; No dataset; Locked,Matthew Murman,Text,,2024-10-28,597,No,Yes
854925595,YTD,Films and Original Series - YoY Analysis,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description,Charles Cooper,kpi,PROD | FloFilms,2023-12-04,926,No,No
854944825,"Matthew Bartholomew's Notebook Jun 29, 2023",2024 VOD Value Explorer,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; No dataset,,Text,,2025-04-21,422,No,No
855269226,Performance Marketing Contribution (alt),Sam's Sandbox,Marketing,Retire,Noise page,,kpi,PROD | Marketing Channels Alt,2026-03-03,106,Yes,No
855283827,AWS Spend by Project,Cloud Spend - Deep Dive,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,,kpi,PROD | Cloud Spend,2024-11-27,567,No,No
855340688,LTS Mins,Total Viewership,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description,Charles Cooper,kpi,Live to Social Streams with Event Data,2024-07-19,698,No,No
856458023,Total Views,2026 Studio Shows Goal,Content & Viewership,Review → Keep or Retire,Stale (1+ yr); No description; Duplicate title,Charles Cooper,kpi,PROD | Studio Show Goals,2025-02-04,498,No,No
856519608,Event Comparison - Signup Pacing (Running Total) TdF,DEP - Tour de France Traffic,Acquisition & Funnel,Retire,No description; Noise page,,kpi,PROD | Attribution,2025-07-28,324,No,No
856787404,2026 Weighted Production Costs,Weighted Pipeline,Revenue & Finance,Document,No description,Emi Boles,kpi,RAW_contract_forecast_sot,2026-02-10,127,No,No
856807166,Hockey TV Accounts - Next 12 Months (Ranked by Signup FCST),DEP - Hockey TV - Next 12 Months,Acquisition & Funnel,Retire,Very stale (2+ yrs); No description; Duplicate title; Noise page,Charles Cooper,kpi,PROD | Event Agg,2024-03-14,825,No,No
856860803,Current Quarter,2024 Content Goals by Vertical,Content & Viewership,Review → Retire,Very stale (2+ yrs); No description; Duplicate title,Charles Cooper,kpi,2024 Content Goals by Quarter,2024-03-31,808,No,No
858774343,All Verts and Channels Table,DEP - Funnel,Acquisition & Funnel,Retire,Stale (1+ yr); No description; Noise page,,kpi,DEP | Funnel Agg,2025-03-11,463,No,No
858841041,YTD Attainment - (2025 Goal),2025 RAQ Goal Attainment,Revenue & Finance,Review → Keep or Retire,Stale (1+ yr); No description,Adair Lyden,kpi,PROD | RAQ 2025 Quota Attainment,2025-03-26,448,No,No
859578102,Clicks and Impressions,Marketing - Display,Marketing,Document,No description; Locked,Matthew Murman,kpi,PROD | Display,2026-04-22,56,No,Yes
859888084,Month,2025-2026 Hockey Forecast Audit,Revenue & Finance,Merge,No description; Duplicate title,Charles Cooper,kpi,hockey_forecast_sample,2026-05-26,22,No,No
